"X","MatchURL","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Href","Player_Num","Nation","First_pos_fbref","Other_pos_fbref","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons","Competition_Name","Gender","Country","Tier","Season_End_Year","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Tkl_Tackles","TklW_Tackles","Def.3rd_Tackles","Mid.3rd_Tackles","Att.3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Tkl.Int","Clr","Err","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","TotDist_Carries","PrgDist_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","X2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels","fotmob_position_short","fotmob_position","fotmob_rating","sofa_position","sofa_rating","ws_position","ws_rating"
16,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Osasuna","Home","sergio herrera","/en/players/a4995f48/Sergio-Herrera",1,"ESP","GK",NA,"29-068",90,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,20,32,62.5,0,27,0,0,0,"La Liga","M","ESP","1st",2023,20,32,62.5,748,584,0,0,0,10,10,100,10,22,45.5,0,0,0,5,0,0,0,32,25,7,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,24,33,1,0,0,34,0,0,0,193,108,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,100,"GK","Keeper",7.58,"G",6.9,"GK",6.76
17,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","rafa mir","/en/players/bbf5c11b/Rafa-Mir",12,"ESP","FW",NA,"25-055",62,1,0,0,0,4,1,0,0,15,0,0,0,0.5,0.5,0,0,0,4,6,66.7,0,7,1,0,0,"La Liga","M","ESP","1st",2023,4,6,66.7,42,0,3,5,60,1,1,100,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,2,4,5,6,3,15,0,0,0,18,13,0,1,1,1,8,1,0,0,2,1,0,0,0,0,0,1,1,0,100,"ST","Attacker",7.44,"F",7.3,"FW",7.25
18,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","youssef ennesyri","/en/players/04e17fd5/Youssef-En-Nesyri",15,"MAR","FW",NA,"25-072",28,0,0,0,0,1,1,0,0,11,1,0,0,0,0,0,0,0,4,5,80,0,4,0,1,0,"La Liga","M","ESP","1st",2023,4,5,80,67,12,2,2,100,2,3,66.7,0,0,0,0,0,0,1,0,0,0,5,3,2,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,1,0,1,1,100,0,0,0,0,1,1,0,11,1,1,6,4,3,11,0,1,100,4,0,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,1,2,33.3,"","Substitute",6.04,"F",6.6,"Sub",6.17
19,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","lucas ocampos","/en/players/a08b974a/Lucas-Ocampos",5,"ARG","LW",NA,"28-032",79,0,0,0,0,0,0,0,0,35,2,1,0,0,0,0,3,0,25,30,83.3,1,31,1,2,2,"La Liga","M","ESP","1st",2023,25,30,83.3,355,73,16,16,100,7,8,87.5,1,2,50,0,0.1,0,1,1,0,1,30,30,0,0,0,0,0,0,0,0,0,0,25,0,1,2,1,0,2,0,1,1,100,0,0,0,0,3,1,0,35,1,4,24,8,2,35,100,0,0,136,25,0,1,2,0,28,7,0,0,3,0,0,1,0,0,0,7,2,0,100,"LW","Midfielder",7.57,"M",7.1,"AML",6.88
20,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","alex telles","/en/players/e73c9bb2/Alex-Telles",3,"BRA","LW",NA,"29-240",11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,60,0,3,1,2,2,"La Liga","M","ESP","1st",2023,3,5,60,37,11,2,3,66.7,1,2,50,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,2,0,5,100,0,0,16,8,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Substitute",6.49,"D",6.6,"Sub",6.32
21,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","jesus corona","/en/players/fb938d24/Jesus-Corona",9,"MEX","RW",NA,"29-218",62,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0.2,2,0,16,20,80,1,19,1,1,0,"La Liga","M","ESP","1st",2023,16,20,80,239,6,9,9,100,6,8,75,1,3,33.3,0.2,0.1,1,0,0,0,1,20,19,1,0,0,1,2,1,0,0,0,0,16,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25,0,4,10,11,3,25,0,1,100,76,33,1,0,1,1,23,5,0,1,3,0,2,0,0,0,0,2,0,1,0,"RW","Midfielder",6.14,"M",6.5,"AMR",6.2
22,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","erik lamela","/en/players/abe66106/Erik-Lamela",17,"ARG","RW",NA,"30-161",28,0,0,0,0,1,0,0,0,21,0,1,1,0,0,0,2,0,12,16,75,3,14,1,1,0,"La Liga","M","ESP","1st",2023,12,16,75,237,24,4,5,80,7,9,77.8,1,1,100,0,0,0,0,1,0,3,16,13,2,0,0,0,1,2,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,21,0,0,7,14,1,21,0,1,100,107,55,1,1,1,0,15,4,0,1,0,0,1,0,0,0,0,0,1,0,100,"","Substitute",6.03,"M",6.5,"Sub",6.08
23,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","papu gomez","/en/players/6e4df551/Papu-Gomez",24,"ARG","AM",NA,"34-178",79,0,1,0,0,1,1,1,0,47,1,1,1,0.2,0.2,0.3,6,1,34,40,85,3,36,2,2,1,"La Liga","M","ESP","1st",2023,34,40,85,656,132,15,15,100,15,18,83.3,4,6,66.7,0.3,0.3,3,6,0,0,3,40,39,1,0,0,2,1,0,1,0,0,0,34,0,0,1,1,1,0,0,0,0,0,0,1,1,0,2,0,0,47,2,10,26,12,3,47,50,1,50,173,69,3,0,2,0,39,3,0,1,2,1,1,1,0,1,0,3,1,0,100,"AM","Midfielder",7.54,"M",7.3,"AMC",7.04
24,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","ivan romero","/en/players/2fbe6af0/Ivan-Romero",36,"ESP","AM",NA,"21-124",11,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,3,33.3,0,4,0,0,0,"La Liga","M","ESP","1st",2023,1,3,33.3,12,2,1,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,5,0,0,0,19,1,0,0,1,1,4,0,0,1,1,0,0,0,0,0,0,0,1,0,100,"","Substitute",5.89,"F",6.5,"Sub",5.92
25,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","thomas delaney","/en/players/fe641c1a/Thomas-Delaney",18,"DEN","DM",NA,"30-343",79,0,0,0,0,1,0,0,0,49,2,1,1,0,0,0,0,0,36,40,90,1,35,0,0,0,"La Liga","M","ESP","1st",2023,36,40,90,652,132,17,17,100,12,14,85.7,6,7,85.7,0,0,0,1,1,0,1,40,40,0,0,0,1,1,0,0,0,0,0,36,0,0,2,1,0,2,0,1,1,100,0,1,1,0,3,2,0,49,5,21,24,4,1,49,0,0,0,110,32,0,0,1,1,38,1,0,1,0,0,1,1,0,0,0,2,1,1,50,"DM","Midfielder",6.88,"M",7,"DMC",6.69
26,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","ivan rakitic","/en/players/89f951b5/Ivan-Rakitic",10,"CRO","DM",NA,"34-155",11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,8,11,72.7,2,9,0,0,0,"La Liga","M","ESP","1st",2023,8,11,72.7,148,52,2,2,100,6,6,100,0,1,0,0,0,0,0,0,0,2,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,4,0,11,0,0,0,16,6,0,0,0,0,11,1,0,0,2,0,0,0,0,0,0,0,1,1,50,"","Substitute",6.24,"M",6.6,"Sub",6.12
27,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","fernando","/en/players/41f32541/Fernando",20,"BRA","DM",NA,"35-018",90,0,0,0,0,0,0,1,0,62,1,2,2,0,0,0,1,0,47,53,88.7,3,43,1,0,0,"La Liga","M","ESP","1st",2023,47,53,88.7,900,274,21,22,95.5,19,20,95,6,6,100,0,0,1,4,0,0,3,53,48,4,3,0,1,0,1,0,0,0,0,47,1,2,1,1,0,0,1,1,1,100,0,2,0,2,3,2,0,62,9,30,28,4,0,62,0,0,0,144,85,0,0,1,0,39,0,0,0,1,0,0,1,0,0,0,7,1,0,100,"DM","Midfielder",7.19,"M",7.2,"DMC",6.53
28,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","marcos acuna","/en/players/81442ecb/Marcos-Acuna",19,"ARG","LB",NA,"30-288",90,0,0,0,0,2,0,0,0,86,3,0,0,0,0,0,2,1,58,81,71.6,6,45,0,1,0,"La Liga","M","ESP","1st",2023,58,81,71.6,1158,469,34,38,89.5,13,19,68.4,10,21,47.6,0,0.1,1,3,2,1,6,81,66,15,6,0,3,7,8,1,0,1,0,58,0,0,3,3,0,3,0,2,2,100,0,0,0,0,3,0,0,86,1,24,49,14,0,86,0,1,100,128,58,3,0,0,1,55,3,0,0,2,0,7,3,0,0,0,5,3,2,60,"LB","Defender",7,"D",6.8,"DL",6.65
29,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","karim rekik","/en/players/3376a776/Karim-Rekik",4,"NED","CB",NA,"27-253",90,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,70,73,95.9,5,63,2,0,0,"La Liga","M","ESP","1st",2023,70,73,95.9,1381,410,18,18,100,45,46,97.8,6,8,75,0,0,0,3,0,0,5,73,73,0,0,0,1,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,8,42,32,4,0,76,0,0,0,342,210,3,0,1,1,69,0,0,2,0,0,0,0,0,0,0,4,1,0,100,"CB","Defender",6.08,"D",6.3,"DC",5.88
30,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","nemanja gudelj","/en/players/0076ab7f/Nemanja-Gudelj",6,"SRB","CB",NA,"30-269",90,0,0,0,0,0,0,0,0,83,1,0,1,0,0,0,0,0,68,70,97.1,4,44,0,0,0,"La Liga","M","ESP","1st",2023,68,70,97.1,1273,463,22,22,100,39,40,97.5,7,8,87.5,0,0,0,4,0,0,4,70,67,3,3,0,0,0,0,0,0,0,0,68,0,0,1,1,1,0,0,1,2,50,1,1,1,0,1,11,0,83,18,55,28,0,0,83,0,0,0,159,99,0,0,0,0,58,0,0,1,0,0,0,1,0,0,0,2,4,0,100,"CB","Defender",7.08,"D",6.9,"DC",6.89
31,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","jesus navas","/en/players/3f10bd22/Jesus-Navas",16,"ESP","RB",NA,"36-264",90,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,1,0,58,70,82.9,5,49,0,1,1,"La Liga","M","ESP","1st",2023,58,70,82.9,1201,261,18,20,90,28,32,87.5,11,17,64.7,0,0.1,1,4,3,1,5,70,56,14,4,0,2,6,10,0,0,0,0,58,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,72,1,24,32,18,0,72,100,0,0,285,83,1,0,0,0,53,5,0,1,0,0,6,0,0,0,0,2,0,1,0,"RB","Defender",6.51,"D",6.3,"DR",6.16
32,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","La Liga","12/08/2022","La Liga (Matchweek 1)","osasuna","04/04/2002",2,1.5,"Ezequiel Ávila · 9&rsquor; Aimar Oroz (P) · 74&rsquor;",5,0,"sevilla","4-2-3-1",1,0.9,"Rafa Mir · 11&rsquor;",3,0,"https://fbref.com/en/matches/1edcbf7a/Osasuna-Sevilla-August-12-2022-La-Liga","Sevilla","Away","yassine bounou","/en/players/f6798fc3/Yassine-Bounou",13,"MAR","GK",NA,"31-129",90,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,36,43,83.7,0,27,0,0,0,"La Liga","M","ESP","1st",2023,36,43,83.7,977,550,4,4,100,21,21,100,11,18,61.1,0,0,0,1,0,0,0,43,35,8,3,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,42,47,0,0,0,47,0,0,0,152,78,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"GK","Keeper",6.75,NA,NA,"GK",6.48
